area,centroid_x,centroid_y,predicted_iou,stability_score
3286.0,1786.8353621424224,1238.627814972611,0.9461501240730286,0.9780252575874329
3049.0,400.36831748114133,1152.520826500492,0.9407486319541931,0.9750243425369263
3738.0,547.8052434456929,357.49384697699304,0.9405347108840942,0.9788359999656677
3905.0,311.08245838668375,1354.3910371318823,0.9403154850006104,0.9727272987365723
2829.0,192.52562743018734,687.2827854365501,0.9401087164878845,0.9752094745635986
3345.0,1241.4418535127056,506.4412556053812,0.9397358894348145,0.9772054553031921
3156.0,444.45373891001265,732.9670468948035,0.9394533038139343,0.9724913835525513
3309.0,1155.977938954367,138.00815956482322,0.9391247034072876,0.9793413281440735
3480.0,91.5617816091954,1082.2488505747126,0.9379545450210571,0.9790189862251282
3063.0,1193.251061051257,1760.0323212536728,0.9344387650489807,0.9729729890823364
3077.0,959.3773155671108,1013.6971075723106,0.9340454339981079,0.9741048812866211
3485.0,1005.0665710186514,85.66972740315639,0.9332230091094971,0.9809442758560181
3202.0,1040.972829481574,1579.6514678326046,0.9330920577049255,0.974437952041626
2753.0,1867.7871413003995,1010.265528514348,0.9328248500823975,0.9762930870056152
2988.0,333.5585676037483,580.8627844712182,0.9321464896202087,0.9670401811599731
3127.0,1498.8170770706747,736.8177166613367,0.9320046305656433,0.9769425392150879
2558.0,535.6778733385457,725.6802189210321,0.9317808747291565,0.9790778756141663
2955.0,1755.1434856175972,552.0771573604061,0.9290462136268616,0.9739652872085571
2830.0,892.5515901060071,211.54240282685512,0.9282483458518982,0.9797486066818237
2777.0,1912.0255671588045,685.7346056895931,0.9274083971977234,0.9694927334785461
3111.0,1212.5969141755063,1316.3101896496303,0.9269424676895142,0.9711934328079224
2670.0,1318.7123595505618,1337.8850187265919,0.9241250157356262,0.9701547622680664
3001.0,583.3935354881706,1687.8957014328557,0.9191204905509949,0.9681549668312073
2921.0,759.2660047928791,1830.6487504279357,0.9166260361671448,0.973639726638794
3114.0,1784.029222864483,1067.2700706486833,0.9035884737968445,0.9765004515647888
2279.0,1375.304519526108,1480.0877577885037,0.8036178946495056,0.9341825842857361
3344.0,1535.605562200957,1682.3998205741627,0.9249202013015747,0.9701405167579651
