area,centroid_x,centroid_y,predicted_iou,stability_score
3554.0,925.435002813731,1126.2017445132246,0.9458346366882324,0.9560801386833191
3930.0,1620.8750636132315,1459.1956743002545,0.9446113109588623,0.973149299621582
3033.0,1370.1424332344213,212.19551599076823,0.9424553513526917,0.9787997603416443
3431.0,1426.846691926552,929.2556106091519,0.9419146776199341,0.9767308235168457
3823.0,279.0538843839916,1488.7705990060163,0.9417341947555542,0.9749289155006409
2542.0,1706.2533438237608,420.09598741148704,0.9388395547866821,0.9758754968643188
1214.0,1883.2792421746294,1144.4497528830314,0.9383199214935303,0.9844897985458374
2977.0,1164.0688612697347,1559.3600940544172,0.9366834163665771,0.9747759699821472
2972.0,1364.03465679677,1178.6271870794078,0.9360649585723877,0.9750581979751587
2793.0,1910.9147869674186,899.4432509846043,0.9341537356376648,0.9797800779342651
3579.0,1694.1377479742946,1653.3249511036602,0.9271143674850464,0.9384781718254089
3561.0,1805.4594215108116,1300.4265655714687,0.9258871078491211,0.9689836502075195
2550.0,1645.8301960784313,810.8019607843137,0.9255425930023193,0.975941002368927
2556.0,861.0446009389672,1444.4330985915492,0.9236894845962524,0.9768339991569519
2748.0,1487.7048762736536,290.07059679767104,0.9232114553451538,0.970588207244873
2905.0,1791.1927710843374,945.7352839931153,0.9212866425514221,0.9735413789749146
3192.0,1254.7092731829573,1251.546679197995,0.9202135801315308,0.9704251289367676
2312.0,347.83910034602076,369.6833910034602,0.9192860126495361,0.9680579304695129
2590.0,613.7216216216216,983.7011583011583,0.9192637801170349,0.9601820111274719
2632.0,1170.082066869301,262.52241641337383,0.9147664904594421,0.9811676144599915
2740.0,1387.636496350365,378.1459854014599,0.9141845107078552,0.9690870046615601
3066.0,92.18003913894324,1122.1656881930855,0.9124834537506104,0.9644116759300232
2326.0,1771.652192605331,1192.6332760103182,0.9068782329559326,0.9306358098983765
2573.0,664.3400699572484,897.3470656820832,0.858873724937439,0.9555470943450928
4101.0,57.116069251402095,42.12801755669349,0.8540568351745605,0.9186155200004578
1285.0,335.2568093385214,1120.606225680934,0.834987461566925,0.9596036672592163
2712.0,1088.035029498525,123.06784660766962,0.9009518623352051,0.9509663581848145
