area,centroid_x,centroid_y,predicted_iou,stability_score
3519.0,27.663824950269962,34.35635123614663,0.9544153809547424,0.983661949634552
3606.0,1750.7113144758735,1405.5995562950638,0.9467248916625977,0.9519048929214478
3494.0,274.54207212364054,611.0042930738409,0.9461729526519775,0.9793259501457214
2651.0,1789.2448132780082,694.0580912863071,0.9428480267524719,0.9787392616271973
3565.0,210.29817671809258,1426.8176718092566,0.9416751861572266,0.9772979021072388
3230.0,380.8089783281734,1685.050773993808,0.9401088953018188,0.9788796901702881
3764.0,812.6020191285866,1767.3132306057387,0.938545823097229,0.9652469158172607
4006.0,717.1203195207189,1603.0793809286072,0.9383542537689209,0.928348183631897
2642.0,1363.0246025738077,617.22558667676,0.9379503726959229,0.9749063849449158
2948.0,699.7727272727273,317.8497286295794,0.9368111491203308,0.966322124004364
3160.0,958.3417721518987,1781.7411392405063,0.9364097714424133,0.9786967635154724
3040.0,1351.4190789473685,280.3203947368421,0.9352238178253174,0.977878987789154
3409.0,1333.2710472279261,1399.9844529187444,0.934848427772522,0.9768384695053101
3087.0,1631.8367346938776,355.0239714933592,0.9334239959716797,0.9725502729415894
2754.0,671.643427741467,1090.7392883079158,0.9332722425460815,0.9646806716918945
2949.0,1834.2136317395727,928.9877924720245,0.933129608631134,0.9775092601776123
2275.0,226.92923076923077,684.4369230769231,0.9324566721916199,0.9731833934783936
2687.0,651.6386304428731,206.03088946780795,0.9312474131584167,0.9783247709274292
3391.0,909.8286641108817,1587.2727808905927,0.9305083751678467,0.9769746661186218
2146.0,1009.0414725069897,334.1290773532153,0.9299389123916626,0.9787725210189819
2933.0,1602.7016706443915,717.9007841800204,0.9254572987556458,0.9691275358200073
2766.0,657.0520607375271,1458.772957339118,0.9253253936767578,0.9746699929237366
2879.0,1492.017714484196,1200.701979854116,0.924933910369873,0.9712918400764465
3102.0,1114.969696969697,758.3255963894262,0.9248843193054199,0.9751513004302979
2885.0,248.251993067591,1224.549046793761,0.9236646890640259,0.9683781266212463
2965.0,1036.512647554806,422.12411467116357,0.9228658080101013,0.9703826904296875
3190.0,857.6382445141065,471.18401253918495,0.9216176867485046,0.9673946499824524
2935.0,1680.3775127768313,494.71550255536624,0.9148225784301758,0.9674387574195862
2957.0,1554.760906323977,1361.141021305377,0.9096727967262268,0.9651162624359131
2673.0,1530.7706696595585,763.7063224841003,0.9092316031455994,0.9642988443374634
2046.0,1676.464320625611,1327.4261974584556,0.9076500535011292,0.9664429426193237
1169.0,1254.8314798973481,423.08725406330194,0.9067763090133667,0.9554621577262878
1998.0,913.8063063063063,1136.2112112112113,0.9050605297088623,0.9646365642547607
3084.0,203.03793774319067,1328.2483787289234,0.8998233675956726,0.9609771370887756
411.0,928.7858880778589,1836.051094890511,0.8913779258728027,0.9830917716026306
3601.0,797.6403776728687,318.539016939739,0.8675137162208557,0.9447439312934875
3113.0,1719.0992611628653,932.8888531962737,0.8672176003456116,0.934283971786499
536.0,338.625,737.5522388059702,0.8623160123825073,0.9617486596107483
2732.0,213.32869692532944,1249.9901171303075,0.8476994037628174,0.9262786507606506
