area,centroid_x,centroid_y,predicted_iou,stability_score
3327.0,28.452660054102797,30.321911632100992,0.9551429748535156,0.9804037809371948
3559.0,98.87355998876089,808.1716774374825,0.9462304711341858,0.972037672996521
3127.0,274.8669651423089,912.5612408058843,0.9457637667655945,0.9775031805038452
3610.0,1739.6587257617728,1323.7958448753463,0.9457567930221558,0.9699206948280334
3966.0,1129.0310136157336,1857.481845688351,0.9456057548522949,0.9755854606628418
3852.0,922.0288161993769,1443.544911734164,0.9447468519210815,0.9721013307571411
2747.0,371.6749180924645,1027.4732435384055,0.9434716105461121,0.9748201370239258
3101.0,1473.4682360528861,535.5852950661077,0.9392412304878235,0.9808245301246643
3391.0,458.497198466529,358.7841344736066,0.9374237060546875,0.9775510430335999
2819.0,1785.5796381695636,638.4136218517204,0.9372929334640503,0.9768177270889282
3595.0,279.6653685674548,643.2105702364395,0.9372754096984863,0.9758175611495972
3227.0,1618.0235512860243,681.4372482181593,0.9369075298309326,0.9694470167160034
3189.0,576.4760112888052,1001.2304797742239,0.9344861507415771,0.9712252616882324
2951.0,982.3520840393087,1668.3222636394441,0.9320761561393738,0.9761984348297119
2612.0,755.0976263399693,1699.966692189893,0.9317260980606079,0.9788119792938232
3983.0,961.711021842832,1898.2570926437359,0.9294966459274292,0.954155445098877
2921.0,348.7449503594659,1319.979116740842,0.9278771877288818,0.9722973108291626
2449.0,282.93221723152305,1146.90200081666,0.9091628193855286,0.974586546421051
3290.0,1413.5212765957447,1717.9510638297872,0.8701592087745667,0.9509366750717163
3068.0,165.97001303780965,1171.9719687092568,0.8670981526374817,0.9469673037528992
319.0,1388.141065830721,607.9341692789968,0.8355489373207092,0.9660493731498718
3092.0,161.1775549805951,985.8680465717982,0.9370750188827515,0.9733079075813293
3939.0,732.8969281543539,364.45468392993143,0.8834884762763977,0.8968386054039001
