"assay_name","assay_type","Metadata_Plate","Metadata_Well","plate","row","col","strain","drug","concentration_um","bleach","diluent","food","od","well_censor","well_censor_reason","notes","strain_set","phenotype_random_id"
"LM1","48h","p014","G01",14,"G","1","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G02",14,"G","2","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G03",14,"G","3","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G04",14,"G","4","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G05",14,"G","5","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G06",14,"G","6","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G07",14,"G","7","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G08",14,"G","8","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G09",14,"G","9","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G10",14,"G","10","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G11",14,"G","11","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","G12",14,"G","12","ECA3206","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,31
"LM1","48h","p014","H01",14,"H","1","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H02",14,"H","2","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H03",14,"H","3","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H04",14,"H","4","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H05",14,"H","5","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H06",14,"H","6","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H07",14,"H","7","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H08",14,"H","8","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H09",14,"H","9","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H10",14,"H","10","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H11",14,"H","11","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p014","H12",14,"H","12","ECA3156","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,4,32
"LM1","48h","p015","A01",15,"A","1","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A02",15,"A","2","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A03",15,"A","3","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A04",15,"A","4","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A05",15,"A","5","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A06",15,"A","6","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A07",15,"A","7","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A08",15,"A","8","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A09",15,"A","9","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A10",15,"A","10","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A11",15,"A","11","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","A12",15,"A","12","ECA3166","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,33
"LM1","48h","p015","B01",15,"B","1","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B02",15,"B","2","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B03",15,"B","3","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B04",15,"B","4","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B05",15,"B","5","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B06",15,"B","6","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B07",15,"B","7","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B08",15,"B","8","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B09",15,"B","9","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B10",15,"B","10","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B11",15,"B","11","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","B12",15,"B","12","ECA3315","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,34
"LM1","48h","p015","C01",15,"C","1","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C02",15,"C","2","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C03",15,"C","3","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C04",15,"C","4","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C05",15,"C","5","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C06",15,"C","6","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C07",15,"C","7","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C08",15,"C","8","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C09",15,"C","9","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C10",15,"C","10","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C11",15,"C","11","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","C12",15,"C","12","ECA3269","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,35
"LM1","48h","p015","D01",15,"D","1","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D02",15,"D","2","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D03",15,"D","3","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D04",15,"D","4","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D05",15,"D","5","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D06",15,"D","6","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D07",15,"D","7","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D08",15,"D","8","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D09",15,"D","9","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D10",15,"D","10","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D11",15,"D","11","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","D12",15,"D","12","ECA3198","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,36
"LM1","48h","p015","E01",15,"E","1","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E02",15,"E","2","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E03",15,"E","3","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E04",15,"E","4","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E05",15,"E","5","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E06",15,"E","6","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E07",15,"E","7","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E08",15,"E","8","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E09",15,"E","9","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E10",15,"E","10","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E11",15,"E","11","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","E12",15,"E","12","ECA3296","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,37
"LM1","48h","p015","F01",15,"F","1","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F02",15,"F","2","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F03",15,"F","3","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F04",15,"F","4","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F05",15,"F","5","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F06",15,"F","6","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F07",15,"F","7","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F08",15,"F","8","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F09",15,"F","9","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F10",15,"F","10","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F11",15,"F","11","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","F12",15,"F","12","ECA3328","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,38
"LM1","48h","p015","G01",15,"G","1","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G02",15,"G","2","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G03",15,"G","3","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G04",15,"G","4","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G05",15,"G","5","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G06",15,"G","6","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G07",15,"G","7","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G08",15,"G","8","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G09",15,"G","9","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G10",15,"G","10","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G11",15,"G","11","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","G12",15,"G","12","CB4856","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H01",15,"H","1","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H02",15,"H","2","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H03",15,"H","3","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H04",15,"H","4","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H05",15,"H","5","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H06",15,"H","6","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H07",15,"H","7","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H08",15,"H","8","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H09",15,"H","9","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H10",15,"H","10","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H11",15,"H","11","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p015","H12",15,"H","12","ECA36","Cry5b",22,1,"Water","15hHB101_20220727",10,NA,NA,NA,5,NA
"LM1","48h","p016","A01",16,"A","1","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A02",16,"A","2","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A03",16,"A","3","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A04",16,"A","4","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A05",16,"A","5","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A06",16,"A","6","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A07",16,"A","7","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A08",16,"A","8","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A09",16,"A","9","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A10",16,"A","10","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A11",16,"A","11","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","A12",16,"A","12","ECA3309","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,1
"LM1","48h","p016","B01",16,"B","1","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B02",16,"B","2","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B03",16,"B","3","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B04",16,"B","4","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B05",16,"B","5","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B06",16,"B","6","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B07",16,"B","7","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B08",16,"B","8","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B09",16,"B","9","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B10",16,"B","10","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B11",16,"B","11","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","B12",16,"B","12","ECA3183","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,2
"LM1","48h","p016","C01",16,"C","1","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C02",16,"C","2","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C03",16,"C","3","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C04",16,"C","4","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C05",16,"C","5","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C06",16,"C","6","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C07",16,"C","7","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C08",16,"C","8","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C09",16,"C","9","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C10",16,"C","10","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C11",16,"C","11","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","C12",16,"C","12","ECA3287","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,3
"LM1","48h","p016","D01",16,"D","1","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D02",16,"D","2","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D03",16,"D","3","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D04",16,"D","4","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D05",16,"D","5","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D06",16,"D","6","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D07",16,"D","7","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D08",16,"D","8","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D09",16,"D","9","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D10",16,"D","10","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D11",16,"D","11","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","D12",16,"D","12","ECA3294","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,4
"LM1","48h","p016","E01",16,"E","1","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E02",16,"E","2","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E03",16,"E","3","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E04",16,"E","4","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E05",16,"E","5","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E06",16,"E","6","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E07",16,"E","7","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E08",16,"E","8","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E09",16,"E","9","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E10",16,"E","10","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E11",16,"E","11","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","E12",16,"E","12","ECA3189","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,5
"LM1","48h","p016","F01",16,"F","1","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F02",16,"F","2","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F03",16,"F","3","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F04",16,"F","4","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F05",16,"F","5","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F06",16,"F","6","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F07",16,"F","7","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F08",16,"F","8","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F09",16,"F","9","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F10",16,"F","10","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F11",16,"F","11","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","F12",16,"F","12","ECA3155","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,6
"LM1","48h","p016","G01",16,"G","1","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G02",16,"G","2","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G03",16,"G","3","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G04",16,"G","4","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G05",16,"G","5","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G06",16,"G","6","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G07",16,"G","7","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G08",16,"G","8","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G09",16,"G","9","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G10",16,"G","10","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G11",16,"G","11","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","G12",16,"G","12","ECA3224","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,7
"LM1","48h","p016","H01",16,"H","1","ECA3250","Emodepside",0.15,1,"DMSO","15hHB101_20220727",10,NA,NA,NA,1,8
